"source_group","target_group","ligand","receptor","score","ligand_avg","receptor_avg","ligand_pct","receptor_pct"
"CNV_Subclone_01","Myeloid_Macro-Inflammatory_M1","MIF","CD74",10.109723469488,2.54125547300835,4.8515377434137,0.829113924050633,0.989002356637863
"CNV_Subclone_02","Myeloid_Macro-MCEMP1","MIF","CD74",10.1082068650656,2.56651718010494,3.98874764544222,0.990662931839402,0.996706915477497
"CNV_Subclone_05","B cells","MIF","CD74",9.9420758780757,2.59194329842544,4.19720501053463,0.916666666666667,0.996965098634294
"CNV_Subclone_01","Myeloid_Macro-Inflammatory_TNF","MIF","CD74",9.93630068864129,2.54125547300835,4.75777215488316,0.829113924050633,0.99119373776908
"CNV_Subclone_02","Myeloid_Proliferating Myeloid","MIF","CD74",9.91623495002114,2.56651718010494,3.93986072916007,0.990662931839402,0.989910313901345
"CNV_Subclone_05","Myeloid_Macro-THBS1","MIF","CD74",9.78489113219483,2.59194329842544,4.12854209076435,0.916666666666667,0.997521685254027
"CNV_Subclone_04","Monocytes","MIF","CD74",9.75347030447487,2.66794014087478,3.71964957214985,0.99000999000999,0.992753623188406
"CNV_Subclone_02","Myeloid_Macro-M2-like","MIF","CD74",9.73989245007113,2.56651718010494,4.21557674664056,0.990662931839402,0.908713692946058
"CNV_Subclone_03","Myeloid_Macro-LYVE1","MIF","CD74",9.67283540456165,3.0661623920733,3.29909751955054,0.969637610186092,0.986175115207373
"CNV_Subclone_03","B_Early-PC_MS4A1low","MIF","CD74",9.62887950330562,3.0661623920733,3.23870317412514,0.969637610186092,1
"CNV_Subclone_04","Myeloid_Macro-TIMD4","MIF","CD74",9.555390440022,2.66794014087478,3.67237750421358,0.99000999000999,0.985111662531017
"CNV_Subclone_04","Myeloid_Monocyte-like","MIF","CD74",9.54646533378482,2.66794014087478,3.69242344782605,0.99000999000999,0.978848413631022
"CNV_Subclone_05","Myeloid_Macro-MCEMP1","MIF","CD74",9.44584833465036,2.59194329842544,3.98874764544222,0.916666666666667,0.996706915477497
"CNV_Subclone_02","Monocytes","MIF","CD74",9.38887585337388,2.56651718010494,3.71964957214985,0.990662931839402,0.992753623188406
"CNV_Subclone_03","T_NK_CD8+ T resident memory","MIF","CD74",9.26727066410664,3.0661623920733,3.2212932419717,0.969637610186092,0.967647058823529
"CNV_Subclone_05","Myeloid_Proliferating Myeloid","MIF","CD74",9.26645572642331,2.59194329842544,3.93986072916007,0.916666666666667,0.989910313901345
"CNV_Subclone_02","Myeloid_Macro-TIMD4","MIF","CD74",9.19820041188021,2.56651718010494,3.67237750421358,0.990662931839402,0.985111662531017
"CNV_Subclone_02","Myeloid_Monocyte-like","MIF","CD74",9.18960893501883,2.56651718010494,3.69242344782605,0.990662931839402,0.978848413631022
"CNV_Subclone_05","Myeloid_Macro-M2-like","MIF","CD74",9.10166838760878,2.59194329842544,4.21557674664056,0.916666666666667,0.908713692946058
"CNV_Subclone_03","T_NK_CD8+ T cytotoxic","MIF","CD74",9.04742222138908,3.0661623920733,3.18293504280933,0.969637610186092,0.956076134699854
"CNV_Subclone_01","B cells","MIF","CD74",8.81663117284132,2.54125547300835,4.19720501053463,0.829113924050633,0.996965098634294
"CNV_Subclone_05","Monocytes","MIF","CD74",8.77365278804617,2.59194329842544,3.71964957214985,0.916666666666667,0.992753623188406
"CNV_Subclone_01","Myeloid_Macro-THBS1","MIF","CD74",8.67723976732162,2.54125547300835,4.12854209076435,0.829113924050633,0.997521685254027
"CNV_Subclone_05","Myeloid_Macro-TIMD4","MIF","CD74",8.59547169959652,2.59194329842544,3.67237750421358,0.916666666666667,0.985111662531017
"CNV_Subclone_04","Myeloid_Macro-LYVE1","MIF","CD74",8.59339650871971,2.66794014087478,3.29909751955054,0.99000999000999,0.986175115207373
"CNV_Subclone_05","Myeloid_Monocyte-like","MIF","CD74",8.58744319478982,2.59194329842544,3.69242344782605,0.916666666666667,0.978848413631022
"CNV_Subclone_03","T_NK_¦Ã¦ÄT","MIF","CD74",8.56567200306104,3.0661623920733,3.0508780648483,0.969637610186092,0.944347826086957
